Pixel Number,405 nm(ADC counts),450 nm(ADC counts),MercuryLamp(ADC counts)
3139,223.54313,135.5442,135.41226
3140,223.05053,135.55898,135.93277
3141,223.06591,136.16528,136.17567
3142,222.91837,136.45752,136.46243
3143,222.39645,136.8035,136.1892
3144,222.48549,137.13218,136.384
3145,221.73479,136.93055,135.94139
3146,221.53091,136.78848,136.07972
3147,221.87461,136.49695,135.81131
3148,221.54157,136.3327,135.68901
3149,221.4533,136.27981,135.65513
3150,221.39749,136.5875,135.95182
3151,220.9234,135.93251,136.135
3152,221.16141,136.1698,136.24137
3153,220.83636,136.41217,136.08292
3154,220.88444,136.29495,136.02534
3155,220.78155,136.57959,135.95469
3156,220.76454,136.06895,135.84972
3157,220.58353,135.69353,135.72942
3158,220.91474,136.206,136.05581
3159,220.16902,136.05636,135.9275
3160,220.67393,135.60915,135.80003
3161,220.55726,135.88324,136.04671
3162,221.00946,135.62929,136.41271
3163,219.98369,136.52478,136.71222
3164,219.45696,137.02776,136.68125
3165,219.24295,137.81163,136.56421
3166,219.96599,137.78406,136.60524
3167,220.2849,138.52323,136.17357
3168,220.4785,138.1476,136.25892
3169,220.47882,138.59978,136.1417
3170,221.39469,138.83904,136.27102
3171,220.95019,138.63375,136.34091
3172,221.45665,138.18887,136.18919
3173,221.50724,138.29791,136.04562
3174,221.61732,138.16117,136.04582
3175,220.72298,138.12921,136.34041
3176,220.41482,137.1286,136.61559
3177,220.61425,137.07199,136.82081
3178,220.64233,136.54888,136.67693
3179,220.49301,136.12195,136.83727
3180,220.82604,135.96519,137.04768
3181,220.92321,136.48217,137.16292
3182,220.94809,136.0227,137.41951
3183,220.47656,136.36207,137.30936
3184,221.13596,136.25502,137.6581
3185,221.29453,136.21724,137.87967
3186,221.02129,136.59818,138.6943
3187,220.45276,137.20849,138.78316
3188,220.83411,137.17841,138.72671
3189,221.67821,137.03206,139.1244
3190,222.25775,137.14763,139.15987
3191,222.06336,137.22319,139.14282
3192,222.33333,136.99324,139.15465
3193,222.56979,137.01387,139.20859
3194,222.81651,136.77567,139.2208
3195,222.95428,137.05779,139.13672
3196,222.69331,137.63005,138.79785
3197,222.04267,137.11999,138.45207
3198,221.48695,136.77028,138.69632
3199,221.68458,136.78118,138.74066
3200,222.53446,137.00357,138.71722
3201,222.179,137.46451,138.32184
3202,222.23451,137.7258,138.63044
3203,222.19183,138.38273,138.56257
3204,222.31494,137.54329,138.13931
3205,222.54203,137.87393,137.99895
3206,223.00638,138.27603,138.37577
3207,222.4588,138.85776,138.89517
3208,222.2063,138.90839,138.7507
3209,221.98302,139.35168,138.93588
3210,221.61689,139.64882,138.90619
3211,221.85088,140.20011,139.11147
3212,221.40121,140.58245,139.09078
3213,220.60305,140.99683,138.72915
3214,219.66192,141.3043,138.70861
3215,221.09605,141.25711,138.9363
3216,221.21807,141.23095,138.68696
3217,220.7743,140.75082,139.27955
3218,220.51166,140.70413,139.25634
3219,219.73414,140.96242,139.41023
3220,218.52724,140.23474,139.04858
3221,218.39192,139.99352,138.98544
3222,218.60695,140.02468,138.90373
3223,218.26249,139.9592,138.86819
3224,217.56006,139.84031,139.02378
3225,216.80618,140.00464,138.97528
3226,217.19924,139.81303,139.08732
3227,217.37291,140.02948,139.16183
3228,216.56917,139.99791,139.75072
3229,216.3006,139.61169,139.47391
3230,215.99098,139.60951,139.55909
3231,215.27181,139.87979,139.45582
3232,214.40554,140.40801,139.69366
3233,213.78563,140.75128,139.87565
3234,213.25934,141.7107,139.9582
3235,213.1462,141.13059,140.00597
3236,212.96523,141.0374,140.37318
3237,212.85433,140.4594,140.37828
3238,212.7413,140.41047,140.73443
3239,212.41958,140.1781,140.78375
3240,211.32441,140.1501,140.83009
3241,211.14442,139.81211,140.58651
3242,210.90973,140.24825,140.46995
3243,210.5679,140.19453,140.05066
3244,210.29527,140.11583,140.42464
3245,210.64744,139.23828,140.4044
3246,210.97835,138.72077,140.34008
3247,211.25946,138.52527,140.49357
3248,210.62782,138.96787,140.42527
3249,210.4188,138.78065,140.41485
3250,210.36679,138.80308,140.74984
3251,210.333,138.85003,140.60435
3252,211.30721,139.3057,140.62834
3253,211.74306,139.55511,140.3491
3254,212.03686,139.9596,140.13151
3255,212.13239,139.93097,139.97679
3256,211.94973,139.69707,140.20557
3257,212.5959,140.02816,140.10602
3258,212.6855,140.23457,140.32472
3259,212.47025,140.11918,140.77298
3260,213.3738,140.47628,140.52684
3261,213.40664,141.31626,140.29959
3262,214.14664,140.91193,140.01095
3263,213.90965,141.60753,139.95919
3264,215.13952,141.3294,139.97602
3265,215.83991,141.02441,139.55438
3266,216.64515,140.27264,139.36088
3267,216.55595,140.51766,139.00359
3268,216.57657,139.24509,138.95541
3269,216.19599,139.48748,138.84205
3270,216.78254,139.19654,138.38662
3271,216.24185,138.85813,138.42456
3272,216.933,138.78318,138.01053
3273,217.8154,138.96258,138.34293
3274,218.22921,139.06363,138.064
3275,218.39183,139.16301,137.92852
3276,218.97758,138.918,137.95504
3277,219.98565,139.28815,137.79212
3278,219.86317,138.76944,137.60505
3279,220.14893,138.94379,137.2633
3280,221.2271,138.43561,137.32647
3281,221.57224,138.5203,137.37573
3282,222.54213,138.40493,137.86637
3283,222.66119,138.71978,137.5771
3284,223.31124,137.91408,137.03139
3285,223.59346,138.16105,137.06097
3286,223.96483,138.37398,137.27339
3287,224.02887,138.07835,137.08195
3288,225.37822,137.43425,137.57244
3289,225.49206,136.83133,137.33781
3290,225.05769,136.71,136.88942
3291,224.87648,136.43334,136.61811
3292,225.57343,135.90512,136.68603
3293,225.35436,136.187,136.21586
3294,225.32147,135.8968,136.08603
3295,224.76731,136.02358,135.53149
3296,224.82303,135.46505,135.48641
3297,225.4586,135.15048,135.2528
3298,225.60541,136.0019,135.09418
3299,226.14206,136.00188,135.03075
3300,226.5882,136.1963,135.04106
3301,225.10682,136.24778,135.02382
3302,224.88235,135.52483,135.14164
3303,224.60384,135.54982,135.18
3304,224.88068,135.02731,135.46596
3305,224.23443,135.38789,135.55595
3306,224.09359,135.493,135.58067
3307,223.28421,135.85835,135.43845
3308,223.37376,135.33014,135.86292
3309,223.55965,134.91978,135.8479
3310,223.74222,134.71505,135.84756
3311,223.51073,134.51091,135.8372
3312,223.3098,134.06846,135.80341
3313,223.53947,134.31234,135.44619
3314,223.76231,134.19571,135.11213
3315,223.98366,133.64841,135.21956
3316,223.56157,133.52647,135.21234
3317,223.09523,133.63731,135.26491
3318,222.70719,133.72345,135.41672
3319,222.07068,133.17268,135.31043
3320,221.57822,132.89284,135.77684
3321,222.05975,133.37983,135.54995
3322,221.70602,133.59166,135.55549
3323,221.07149,133.7509,136.06504
3324,220.7228,133.73551,136.30689
3325,220.46859,133.86225,136.49425
3326,220.25693,134.15412,136.46627
3327,219.28863,134.22997,136.65571
3328,218.80539,134.02675,136.6748
3329,218.91748,134.22183,136.46945
3330,218.40368,134.74539,136.53399
3331,217.74566,135.05338,136.75791
3332,217.75921,135.01761,136.86652
3333,218.35716,134.52981,136.43975
3334,217.91336,135.10996,136.50868
3335,217.94268,134.77918,136.26142
3336,217.44308,134.79026,136.12121
3337,216.58543,134.82905,135.96374
3338,216.47157,134.99829,135.8435
3339,216.33047,135.17307,135.70231
3340,216.34297,135.4263,135.52386
3341,216.62068,135.37265,135.67011
3342,216.32277,136.09952,135.4517
3343,216.28226,135.35464,135.31825
3344,216.33824,135.30683,135.69782
3345,216.5999,135.54464,136.02304
3346,216.11763,136.05105,136.76848
3347,215.63626,136.85899,137.18045
3348,215.46138,137.37544,137.44415
3349,215.61244,137.52071,137.16731
3350,215.60692,137.60679,137.17464
3351,216.07229,137.87927,136.88173
3352,216.31005,138.5029,137.0469
3353,215.96271,138.74344,136.71837
3354,216.20768,138.25307,136.611
3355,216.58065,137.90919,136.65837
3356,216.7256,138.40436,136.78862
3357,217.09673,139.11256,136.66002
3358,216.98172,138.73816,136.08802
3359,217.59011,138.64926,135.51884
3360,217.87351,138.62542,135.55942
3361,217.43816,138.70267,135.60294
3362,217.19122,138.53633,135.51786
3363,216.45733,138.81453,135.96273
3364,216.68525,138.57692,136.24285
3365,216.3342,138.63458,136.68301
3366,215.25642,138.82687,136.60708
3367,214.85725,138.94312,136.79668
3368,215.27807,138.5564,136.58521
3369,215.7784,139.84405,136.309
3370,217.15545,140.16829,136.52153
3371,216.98881,140.6173,136.44631
3372,217.79021,141.02579,136.92972
3373,217.94666,141.10135,137.11556
3374,217.74381,140.57212,136.75021
3375,218.31891,140.31139,136.77133
3376,218.84644,139.31518,137.28223
3377,218.95206,139.31789,137.33677
3378,218.32945,138.72915,137.23085
3379,219.00109,138.70341,136.80192
3380,219.7288,138.47127,136.7644
3381,219.44494,138.64353,136.72778
3382,219.0675,138.11019,137.00013
3383,218.78688,137.691,137.27278
3384,219.07973,136.66219,137.32619
3385,219.47715,136.81153,137.67567
3386,219.43985,136.43741,137.41686
3387,219.43831,136.31877,137.43124
3388,219.85097,136.58419,137.74347
3389,219.06418,136.73398,137.65887
3390,219.18461,136.77576,137.91995
3391,219.40468,136.89897,138.22964
3392,220.05237,136.78773,138.94015
3393,219.31876,137.14458,138.85631
3394,220.09581,136.51781,139.53154
3395,219.92434,136.68724,139.24058
3396,220.05632,136.12249,139.50863
3397,220.00103,135.94228,139.73815
3398,219.51735,136.27277,139.74689
3399,219.70131,135.3061,139.5659
3400,219.89988,135.19502,139.59647
3401,219.73393,135.81366,139.31776
3402,220.80924,135.51153,139.01016
3403,221.2727,135.68903,138.78425
3404,219.95073,135.29643,139.10384
3405,219.83119,135.98219,139.1793
3406,221.13932,135.68387,139.27422
3407,221.31479,135.61872,139.09738
3408,222.38437,135.37392,139.36917
3409,223.1437,135.83127,138.94504
3410,223.20883,136.88132,138.35456
3411,223.21951,136.70655,138.53005
3412,223.23755,137.20468,138.63393
3413,223.49648,137.52815,138.57332
3414,223.29306,137.31715,138.88071
3415,223.13688,137.72659,138.86818
3416,223.03869,138.53587,139.43263
3417,222.91253,139.23174,139.82282
3418,222.90385,139.2107,140.1294
3419,223.07236,139.58358,139.93471
3420,224.07543,139.51851,140.34235
3421,224.44313,140.48129,140.57673
3422,224.02138,140.61027,140.68326
3423,223.5707,140.97091,140.92824
3424,223.96932,141.26818,140.73248
3425,224.10039,141.73438,140.58434
3426,223.84098,141.67957,140.94732
3427,223.6385,141.31385,140.9217
3428,224.11714,141.52409,141.69364
3429,223.6445,141.78108,141.55266
3430,223.1707,141.95403,141.9286
3431,223.0944,141.72148,141.86106
3432,223.73524,141.758,141.99896
3433,223.63857,142.55085,141.6484
3434,221.46431,141.89465,141.91866
3435,221.86303,140.49312,142.23428
3436,222.42442,141.26572,142.41896
3437,221.30572,141.96122,142.79961
3438,222.28409,141.96261,143.2255
3439,222.20404,142.65711,142.81108
3440,222.62244,142.90432,142.98899
3441,221.92198,143.83236,143.08119
3442,221.70212,144.48299,143.02009
3443,221.61385,144.61846,142.99381
3444,222.35403,144.64623,142.61769
3445,222.5691,145.40131,142.46263
3446,222.21214,145.40967,142.6056
3447,222.32494,145.53143,142.78641
3448,223.05624,145.735,143.24076
3449,223.2672,145.67873,143.5088
3450,223.36405,145.22914,143.32925
3451,224.2103,145.78688,143.23394
3452,223.90673,145.94213,143.50174
3453,222.92449,146.11681,143.53152
3454,223.17785,145.8457,143.53319
3455,223.24792,146.12143,143.58921
3456,223.12495,146.2138,143.46672
3457,222.9013,146.11441,143.49382
3458,222.7092,145.71321,143.79042
3459,222.93231,146.17961,143.8148
3460,222.29656,146.06031,143.74928
3461,221.94303,146.39364,143.68539
3462,222.6922,146.86844,143.68679
3463,223.27817,147.17392,143.5472
3464,223.59926,146.87623,143.87119
3465,223.62277,147.1863,144.13567
3466,223.97013,146.98861,144.19502
3467,223.43556,146.46576,144.26425
3468,223.80285,146.78826,143.95525
3469,223.73192,146.51007,144.24738
3470,223.87437,145.11886,144.35679
3471,223.88611,144.38596,143.87742
3472,224.95656,143.71428,143.74134
3473,225.21579,143.54671,143.5973
3474,225.22449,143.16945,143.48403
3475,225.47526,142.73855,143.28957
3476,225.28637,142.17183,143.21678
3477,225.53971,142.79717,143.42897
3478,225.61619,142.17679,143.11422
3479,225.75333,141.96381,143.13923
3480,225.33239,141.93225,143.1916
3481,225.23098,141.77113,143.13192
3482,225.46246,141.51569,142.79895
3483,226.28554,141.70349,142.45129
3484,226.99659,141.72817,142.61693
3485,226.91147,142.82614,142.42706
3486,226.47084,142.19322,142.54818
3487,226.42174,141.9723,142.39678
3488,227.28862,141.7792,142.20339
3489,226.95724,141.58862,142.13718
3490,226.68668,141.48275,142.10401
3491,226.42672,140.83878,142.03967
3492,226.09859,140.63402,141.59402
3493,226.1797,140.27767,141.91386
3494,226.23782,139.94553,142.13526
3495,225.38411,140.12758,141.7647
3496,225.31139,139.01018,141.38836
3497,225.55129,139.15159,140.63323
3498,225.4833,138.79247,140.44321
3499,225.04774,138.64752,140.0235
3500,224.81742,138.91402,139.8584
3501,224.31344,138.80114,139.8821
3502,223.66108,138.53582,140.04607
3503,223.23911,138.51959,139.92624
3504,223.82366,138.95311,139.91862
3505,225.63054,139.24663,139.60084
3506,225.71957,138.95902,139.70624
3507,225.4409,139.15458,139.5256
3508,224.80837,139.1761,139.40671
3509,224.50812,138.87318,139.44005
3510,224.40686,138.61109,139.88081
3511,223.80978,138.40746,139.70621
3512,223.30637,138.8261,139.63021
3513,223.15754,138.59091,139.42858
3514,222.34759,138.54844,139.04175
3515,221.8074,138.63977,138.79622
3516,221.53871,138.46092,138.63032
3517,221.25376,137.7605,138.6063
3518,221.34772,137.45094,138.62323
3519,221.06669,137.58831,138.23875
3520,220.77408,137.38445,138.38518
3521,220.15625,137.74802,138.36692
3522,219.90663,136.9382,138.82152
3523,221.03244,137.03528,138.78145
3524,220.79134,136.83165,138.39693
3525,219.9409,136.72313,138.42668
3526,218.60577,136.84932,138.59631
3527,218.08921,136.8846,138.42174
3528,217.76931,137.57292,138.47874
3529,217.18262,137.77879,138.54009
3530,217.14511,137.25826,138.97601
3531,216.97339,137.50103,139.00108
3532,216.49921,137.69915,139.05936
3533,215.17505,137.7155,139.02507
3534,214.39981,137.36046,138.78012
3535,215.18895,137.98385,138.56625
3536,215.25709,139.20259,138.28202
3537,214.75396,138.97611,138.52954
3538,215.86994,138.8988,138.42797
3539,215.11276,139.22821,138.38026
3540,215.35266,139.1526,138.49242
3541,214.77477,139.59126,138.20484
3542,215.75605,139.44571,137.82814
3543,215.43716,139.30374,137.43241
3544,215.62521,139.1218,137.41125
3545,214.57016,139.49985,137.00319
3546,214.30812,139.49145,137.04135
3547,214.38399,139.61813,136.40021
3548,213.93742,139.49187,135.82698
3549,213.61802,139.13983,135.72737
3550,213.29735,138.73621,135.37555
3551,212.86435,139.29664,134.82064
3552,212.12976,139.31845,134.99783
3553,211.44445,139.3321,135.32525
3554,212.41127,138.53425,135.35197
3555,212.58998,138.97813,135.60391
3556,211.91375,139.078,135.34086
3557,211.74358,138.87598,135.63817
3558,211.76639,138.40918,135.82202
3559,212.42246,138.16989,135.50439
3560,212.55743,137.76534,135.68525
3561,212.81455,137.80004,136.13715
3562,213.30796,137.57726,136.03007
3563,212.76483,137.13597,136.04052
3564,212.30948,136.46177,136.4344
3565,212.15261,136.72032,137.41597
3566,212.4019,136.12922,137.70035
3567,211.88026,135.96474,137.59362
3568,213.78174,135.97412,137.40772
3569,214.03854,135.81603,137.22223
3570,214.442,136.05903,137.71802
3571,214.67967,136.27975,137.10728
3572,213.93945,136.13094,137.18595
3573,213.64186,135.24681,137.27962
3574,213.43429,134.85467,138.45193
3575,213.61928,134.25274,139.41686
3576,213.88958,134.23305,139.5552
3577,213.94399,134.72051,140.27313
3578,214.15271,134.50556,140.99261
3579,213.73875,134.70078,141.46872
3580,214.34334,135.32328,142.35934
3581,215.15832,135.01366,143.07914
3582,215.74088,135.38829,143.60859
3583,216.47287,135.60563,143.98634
3584,216.32114,135.42351,144.35365
3585,216.7124,134.89451,144.86339
3586,217.41803,133.98283,145.37811
3587,217.8136,134.33478,145.45923
3588,217.16545,134.75743,145.10024
3589,216.80024,135.28933,145.08449
3590,217.37165,136.6554,145.48591
3591,217.98886,136.54205,145.50432
3592,220.09999,138.37982,145.53619
3593,222.69582,139.57951,145.73148
3594,223.80568,140.94277,145.67634
3595,225.17583,141.80645,145.89711
3596,226.54917,142.54211,146.22039
3597,227.76836,143.79278,146.26535
3598,228.1108,142.97697,145.9213
3599,228.86246,144.07445,145.31342
3600,228.76133,144.53988,144.71963
3601,228.34312,143.46855,144.59747
3602,228.75377,144.10186,144.10572
3603,229.60523,143.89689,143.31034
3604,230.5791,144.13355,142.69037
3605,229.98185,144.0249,142.1943
3606,229.94557,144.10884,141.49725
3607,229.72559,143.87564,140.63881
3608,229.52361,143.64707,139.61935
3609,229.59988,143.14607,138.8385
3610,229.45626,142.9545,138.03259
3611,228.63712,142.708,137.07934
3612,228.80878,141.7991,136.44161
3613,228.14174,140.83672,135.90811
3614,227.04848,140.38034,135.13102
3615,226.57645,139.77686,133.96809
3616,225.82889,139.16143,132.44065
3617,224.68404,138.12299,131.11023
3618,223.24816,137.58397,130.07163
3619,221.97148,136.36992,129.18618
3620,221.41219,135.04383,128.27661
3621,220.07651,133.52785,127.34291
3622,218.2156,132.18907,126.38509
3623,216.3559,130.93321,125.40314
3624,213.00344,129.01252,124.39706
3625,211.75026,127.30506,123.36686
3626,209.66287,125.83982,122.31253
3627,208.3901,123.70522,121.23408
3628,206.33783,121.9988,120.1315
3629,204.2331,119.85503,119.0048
3630,201.9804,117.86248,117.85397
3631,199.61506,116.14065,116.67902
3632,197.57944,113.84528,115.47994
3633,195.56653,111.65506,114.25673
3634,194.14901,109.42563,113.0094
3635,192.28871,107.12002,111.73794
3636,190.08144,104.91229,110.44236
3637,187.34535,102.51483,109.12265
3638,184.88406,100.66945,107.77882
3639,182.0417,98.27772,106.41086
3640,179.47259,95.89924,105.01878
3641,176.5847,93.61234,103.60257
3642,174.31527,90.86349,102.16223
3643,171.40914,88.53369,100.69777
3644,169.81193,86.94679,99.20918
3645,168.21325,85.35061,97.69647
3646,166.61309,83.74513,96.15963
3647,165.01146,82.13035,94.59867
3648,163.40835,80.50629,93.01358
3649,161.80376,78.87293,91.40436
3650,160.1977,77.23027,89.77102
3651,158.59017,75.57833,88.11356
3652,156.98116,73.91709,86.43197
3653,155.37067,72.24656,84.72625
3654,153.75871,70.56673,82.99641
3655,152.14528,68.87762,81.24244
3656,150.53037,67.1792,79.46434
3657,148.91398,65.4715,77.66212
3658,147.29612,63.7545,75.83578
3659,145.67678,62.02821,73.98531
3660,144.05597,60.29263,72.11071
3661,142.43369,58.54776,70.21199
3662,140.80992,56.79359,68.28914
3663,139.18469,55.03012,66.34217
3664,137.55797,53.25737,64.37107
3665,135.92979,51.47532,62.37584
3666,134.30012,49.68398,60.35649
3667,132.66899,47.88335,58.31302
3668,131.03637,46.07342,56.24542
3669,129.40229,44.2542,54.15369
3670,127.76672,42.42569,52.03784
3671,126.12968,40.58788,49.89786
3672,124.49117,38.74078,47.73376
3673,122.85118,36.88439,45.54553
3674,121.20972,35.0187,43.33317
3675,119.56678,33.14373,41.09669
3676,117.92236,31.25946,38.83609
3677,116.27647,29.36589,36.55136
3678,114.62911,27.46303,34.2425
3679,112.98027,25.55088,31.90952
3680,111.32995,23.62944,29.55241
3681,109.67816,21.69871,27.17117
3682,108.0249,19.75868,24.76581
3683,106.37015,17.80935,22.33633
3684,104.71394,15.85074,19.88272
3685,103.05625,13.88283,17.40498
3686,101.39708,11.90563,14.90312
3687,99.73644,9.91914,12.37713
3688,98.07432,7.92335,9.82702
3689,96.41073,5.91827,7.25278
3690,94.74566,3.90389,4.65442
3691,93.07912,1.88023,2.03193
3692,91.4111,-0.15273,-0.61469
3693,89.74161,-2.19498,-3.28543
